$SUMMARY
Experiment Type : Continuous Scan
Experiment Name : egg PC, Number : 37
Experiment Description : 
Software Version : v2.03
Experiment start time : 01/12/2009  14:00:46
Temp. Setpoint   : 25.00 deg C
Scan Start : 60.000 deg.
Scan End   : 70.000 deg.
Scan Step  :  0.001 deg.
Scan Rate  : 25.000 deg./min.
Number of Repeats : 1
Wait Time Between Repeats  : 0.100 sec
Prism Position   : Sample Position
Laser/Polarization : RED P
Sample Temperature : 25.03 degC.
Normalization:
Normalize 0 pct. Value (Dark Sample) = -0.001
Normalize 0 pct. Value (Dark Ref.) = -0.000
RED Correction:
Normalize Angle = 65.000
Normalize 100 pct. Value P = 3.392844
Normalize 100 pct. Value S = 3.307350
Initial Reference Value P = 4.022547
Initial Reference Value S = 3.858709
GREEN Correction:
Normalize Angle = 65.000
Normalize 100 pct. Value P = 2.969579
Normalize 100 pct. Value S = 2.658902
Initial Reference Value P = 2.722457
Initial Reference Value S = 2.508218
65 deg Start of Scan Raw Sample =   3.3171
65 deg Start of Scan Raw Reference =   4.1059
65 deg Start of Scan Reflectance =   3.2507

$DATA
$MDCNAME:
$MDCDATA:1:2:3
 X	Reflectance	Raw_Sample	Raw_Reference
60.22632 	0.85566  	2.73006  	4.10412  
60.22742 	0.85606  	2.73021  	4.10292  
60.22836 	0.85607  	2.73002  	4.10213  
60.22946 	0.85574  	2.73024  	4.10255  
60.23056 	0.85591  	2.72895  	4.10100  
60.23150 	0.85607  	2.72836  	4.09997  
60.23260 	0.85590  	2.72843  	4.10050  
60.23370 	0.85539  	2.72864  	4.10189  
60.23480 	0.85434  	2.73004  	4.10566  
60.23574 	0.85454  	2.72908  	4.10438  
60.23684 	0.85452  	2.72991  	4.10497  
60.23793 	0.85506  	2.72954  	4.10359  
60.23888 	0.85549  	2.72952  	4.10283  
60.23997 	0.85639  	2.72854  	4.10015  
60.24107 	0.85650  	2.72867  	4.10011  
60.24201 	0.85618  	2.72919  	4.10161  
60.24311 	0.85547  	2.72956  	4.10377  
60.24421 	0.85486  	2.72967  	4.10512  
60.24515 	0.85476  	2.72943  	4.10486  
60.24625 	0.85463  	2.72958  	4.10514  
60.24735 	0.85498  	2.72901  	4.10357  
60.24844 	0.85585  	2.72799  	4.10080  
60.24939 	0.85588  	2.72827  	4.10074  
60.25048 	0.85538  	2.72925  	4.10255  
60.25158 	0.85493  	2.72919  	4.10361  
60.25252 	0.85471  	2.72910  	4.10396  
60.25362 	0.85441  	2.72945  	4.10492  
60.25472 	0.85444  	2.72945  	4.10492  
60.25566 	0.85440  	2.72960  	4.10516  
60.25676 	0.85507  	2.72806  	4.10228  
60.25786 	0.85578  	2.72814  	4.10080  
60.25880 	0.85584  	2.72825  	4.10058  
60.25990 	0.85522  	2.72991  	4.10296  
60.26099 	0.85504  	2.72908  	4.10259  
60.26209 	0.85485  	2.72930  	4.10303  
60.26303 	0.85450  	2.72915  	4.10337  
60.26413 	0.85411  	2.72910  	4.10392  
60.26523 	0.85369  	2.72897  	4.10497  
60.26617 	0.85442  	2.72727  	4.10191  
60.26727 	0.85448  	2.72799  	4.10281  
60.26836 	0.85448  	2.72856  	4.10320  
60.26931 	0.85397  	2.72930  	4.10501  
60.27040 	0.85418  	2.72891  	4.10444  
60.27150 	0.85429  	2.72862  	4.10388  
60.27244 	0.85418  	2.72893  	4.10460  
60.27354 	0.85477  	2.72734  	4.10207  
60.27464 	0.85497  	2.72758  	4.10185  
60.27558 	0.85501  	2.72745  	4.10161  
60.27668 	0.85395  	2.72912  	4.10494  
60.27777 	0.85345  	2.72854  	4.10492  
60.27887 	0.85363  	2.72867  	4.10490  
60.27981 	0.85332  	2.72869  	4.10462  
60.28091 	0.85361  	2.72827  	4.10342  
60.28201 	0.85293  	2.72854  	4.10412  
60.28295 	0.85396  	2.72745  	4.10209  
60.28405 	0.85430  	2.72718  	4.10130  
60.28514 	0.85427  	2.72731  	4.10163  
60.28609 	0.85338  	2.72875  	4.10512  
60.28718 	0.85320  	2.72786  	4.10486  
60.28828 	0.85285  	2.72856  	4.10616  
60.28922 	0.85322  	2.72825  	4.10527  
60.29032 	0.85337  	2.72882  	4.10562  
60.29142 	0.85398  	2.72775  	4.10311  
60.29251 	0.85477  	2.72758  	4.10058  
60.29346 	0.85477  	2.72795  	4.10045  
60.29456 	0.85381  	2.72908  	4.10283  
60.29565 	0.85290  	2.72901  	4.10405  
60.29659 	0.85238  	2.72893  	4.10494  
60.29769 	0.85220  	2.72910  	4.10536  
60.29879 	0.85196  	2.72893  	4.10540  
60.29973 	0.85221  	2.72945  	4.10545  
60.30083 	0.85308  	2.72795  	4.10215  
60.30193 	0.85401  	2.72810  	4.10024  
60.30286 	0.85405  	2.72832  	4.10039  
60.30396 	0.85376  	2.72984  	4.10270  
60.30506 	0.85364  	2.72912  	4.10294  
60.30616 	0.85330  	2.72934  	4.10438  
60.30710 	0.85293  	2.72895  	4.10497  
60.30820 	0.85283  	2.72904  	4.10527  
60.30929 	0.85308  	2.72856  	4.10444  
60.31023 	0.85374  	2.72808  	4.10200  
60.31133 	0.85434  	2.72814  	4.09989  
60.31243 	0.85407  	2.72986  	4.10111  
60.31337 	0.85367  	2.72973  	4.10159  
60.31447 	0.85323  	2.72952  	4.10220  
60.31557 	0.85260  	2.72943  	4.10337  
60.31651 	0.85228  	2.72947  	4.10381  
60.31760 	0.85189  	2.72893  	4.10412  
60.31870 	0.85239  	2.72814  	4.10215  
60.31980 	0.85303  	2.72823  	4.10061  
60.32074 	0.85333  	2.72893  	4.10065  
60.32184 	0.85303  	2.72960  	4.10211  
60.32293 	0.85303  	2.72939  	4.10235  
60.32388 	0.85296  	2.72930  	4.10285  
60.32497 	0.85258  	2.72956  	4.10427  
60.32607 	0.85302  	2.72801  	4.10191  
60.32701 	0.85332  	2.72854  	4.10122  
60.32811 	0.85359  	2.72862  	4.10008  
60.32920 	0.85277  	2.72993  	4.10246  
60.33015 	0.85263  	2.72908  	4.10146  
60.33124 	0.85239  	2.72945  	4.10174  
60.33234 	0.85208  	2.72952  	4.10228  
60.33328 	0.85195  	2.72939  	4.10220  
60.33438 	0.85157  	2.72980  	4.10337  
60.33548 	0.85179  	2.72851  	4.10189  
60.33657 	0.85260  	2.72810  	4.10024  
60.33751 	0.85296  	2.72819  	4.09965  
60.33861 	0.85262  	2.72893  	4.10091  
60.33971 	0.85244  	2.72969  	4.10252  
60.34065 	0.85227  	2.72971  	4.10305  
60.34175 	0.85219  	2.72958  	4.10311  
60.34285 	0.85182  	2.72960  	4.10396  
60.34378 	0.85195  	2.72956  	4.10346  
60.34488 	0.85283  	2.72810  	4.10026  
60.34598 	0.85331  	2.72810  	4.09884  
60.34692 	0.85302  	2.72919  	4.10004  
60.34801 	0.85241  	2.72952  	4.10133  
60.34911 	0.85188  	2.72932  	4.10222  
60.35021 	0.85124  	2.72921  	4.10342  
60.35115 	0.85087  	2.72915  	4.10425  
60.35225 	0.85111  	2.72834  	4.10281  
60.35334 	0.85198  	2.72799  	4.10048  
60.35429 	0.85239  	2.72784  	4.09919  
60.35538 	0.85225  	2.72925  	4.10067  
60.35648 	0.85214  	2.72925  	4.10113  
60.35742 	0.85182  	2.72910  	4.10194  
60.35852 	0.85121  	2.72864  	4.10305  
60.35962 	0.85051  	2.72873  	4.10457  
60.36056 	0.85055  	2.72751  	4.10329  
60.36165 	0.85074  	2.72729  	4.10257  
60.36275 	0.85148  	2.72760  	4.10052  
60.36385 	0.85196  	2.72814  	4.09952  
60.36479 	0.85182  	2.72995  	4.10152  
60.36589 	0.85171  	2.72919  	4.10096  
60.36698 	0.85147  	2.72891  	4.10122  
60.36792 	0.85092  	2.72845  	4.10233  
60.36902 	0.85034  	2.72860  	4.10399  
60.37011 	0.84991  	2.72718  	4.10372  
60.37106 	0.85022  	2.72609  	4.10235  
60.37215 	0.85068  	2.72662  	4.10189  
60.37325 	0.85143  	2.72714  	4.10048  
60.37419 	0.85131  	2.72840  	4.10181  
60.37529 	0.85172  	2.72854  	4.10098  
60.37638 	0.85120  	2.72808  	4.10181  
60.37748 	0.85005  	2.72830  	4.10444  
60.37842 	0.85007  	2.72664  	4.10296  
60.37952 	0.84999  	2.72649  	4.10268  
60.38062 	0.85034  	2.72675  	4.10172  
60.38156 	0.85058  	2.72745  	4.10165  
60.38265 	0.85079  	2.72827  	4.10161  
60.38375 	0.85118  	2.72764  	4.10006  
60.38469 	0.85113  	2.72795  	4.10037  
60.38579 	0.85092  	2.72786  	4.10119  
60.38689 	0.85019  	2.72803  	4.10311  
60.38783 	0.85026  	2.72692  	4.10239  
60.38892 	0.85050  	2.72668  	4.10194  
60.39002 	0.85094  	2.72677  	4.10117  
60.39096 	0.85073  	2.72810  	4.10257  
60.39206 	0.85103  	2.72797  	4.10157  
60.39315 	0.85110  	2.72812  	4.10119  
60.39425 	0.85083  	2.72801  	4.10124  
60.39519 	0.85007  	2.72840  	4.10285  
60.39629 	0.85003  	2.72764  	4.10220  
60.39738 	0.85059  	2.72718  	4.10045  
60.39832 	0.85069  	2.72738  	4.09984  
60.39942 	0.85087  	2.72860  	4.10030  
60.40052 	0.85126  	2.72849  	4.09943  
60.40145 	0.85115  	2.72869  	4.09965  
60.40255 	0.85095  	2.72832  	4.10008  
60.40365 	0.85071  	2.72875  	4.10152  
